Campaign name,Ad Set Name,Ad name,Page Name,Ads,Age,Gender,City,Day,Delivery status,Delivery level,Ad Set Name (Duplicate),Attribution setting,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Frequency,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Clicks (all),CPC (all),Conversion rate ranking,Engagement rate ranking,Quality ranking,ThruPlays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,Cost per 2-second continuous video play,Cost per 3-second video play,Cost per ThruPlay,Cost per Lead,Ad name (Duplicate),Campaign name (Duplicate),Image name,Video name,Reporting starts,Reporting ends
Python Data Science Track,Marketing Automation Set,Ad 8,Data Insights Academy,Ad 8,38,male,Coimbatore,12-11-2024,delivering,ad,Marketing Automation Set,7-day click or 1-day view,conversion,10,877,2635,15.22,185.68,0.72,53,2.68,53.73,6.9,159,3.25,Above average,-,Below average,204,417,349,142,106,25,111.44,506,0.91,1.21,34.68,22.4,Ad 8,Python Data Science Track,quasi_promo.png,quibusdam.mp4,12-11-2024,24-04-2025
Python for Beginners,Digital Marketing Set,Ad 12,Analytics Gurukul,Ad 12,44,female,Chennai,09-08-2025,delivering,adset,Digital Marketing Set,1-day click,conversion,12,423,1839,18.52,410.43,2.01,26,4.52,98.34,4.07,60,4.72,Average,-,Below average,183,324,173,104,135,95,83.83,391,4.85,2.07,15.76,34.52,Ad 12,Python for Beginners,adipisci_promo.png,accusamus.mp4,09-08-2025,16-09-2025
Advanced Excel Workshop,Upsell Campaign Set,Ad 1,Code & Data,Ad 1,43,female,Trivandrum,10-03-2024,not_delivering,adset,Upsell Campaign Set,7-day click or 1-day view,conversion,34,669,2056,24.88,50.22,1.17,117,6.34,73.12,3.97,350,11.78,-,Above average,Below average,99,222,212,137,105,74,105.81,350,1.95,3.75,42.28,44.22,Ad 1,Advanced Excel Workshop,dolore_promo.png,illo.mp4,10-03-2024,26-10-2025
Python for Beginners,Reporting & Insights Set,Ad 5,Code & Data,Ad 5,19,male,Visakhapatnam,24-09-2025,not_delivering,adset,Reporting & Insights Set,1-day click,conversion,2,516,650,28.91,326.55,1.77,11,5.42,99.48,4.29,27,12.06,Below average,-,-,71,232,170,89,78,17,21.34,279,3.89,2.56,22.59,33.22,Ad 5,Python for Beginners,itaque_promo.png,odio.mp4,24-09-2025,17-10-2025
Python Data Science Track,Data Visualization Set,Ad 12,SkillUp Learning,Ad 12,37,female,Mumbai,25-05-2025,not_delivering,campaign,Data Visualization Set,7-day click or 1-day view,conversion,24,950,2282,42.67,570.76,0.82,87,12.68,79.23,4.09,220,2.6,Below average,Average,Average,431,596,518,438,188,81,32.78,759,4.39,1.61,32.56,23.33,Ad 12,Python Data Science Track,unde_promo.png,ipsa.mp4,25-05-2025,11-10-2025
Full Stack Analytics Program,Retention Program Set,Ad 7,Data Insights Academy,Ad 7,30,female,Chennai,30-06-2024,delivering,adset,Retention Program Set,7-day click or 1-day view,conversion,22,324,2071,48.09,638.32,1.46,117,10.78,86.29,3.92,215,2.92,Above average,Above average,Below average,17,26,21,11,3,1,24.06,30,1.75,4.24,31.17,34.64,Ad 7,Full Stack Analytics Program,ex_promo.png,quod.mp4,30-06-2024,18-09-2024
Python for Beginners,Paid Media Set,Ad 15,Code & Data,Ad 15,28,female,Mysuru,20-05-2025,not_delivering,ad,Paid Media Set,7-day click,conversion,16,102,293,6.52,695.08,2.56,5,9.44,99.85,6.95,11,14.92,-,-,Average,11,13,18,14,4,5,14.03,26,2.9,3.75,19.35,46.56,Ad 15,Python for Beginners,praesentium_promo.png,debitis.mp4,20-05-2025,03-10-2025
Full Stack Analytics Program,Upsell Campaign Set,Ad 14,SkillUp Learning,Ad 14,43,male,Ahmedabad,10-10-2025,delivering,campaign,Upsell Campaign Set,1-day click,conversion,1,1179,2008,25,775.86,2.3,10,7.62,93.21,3.47,31,7.02,-,Below average,-,104,95,95,71,64,7,89.22,140,1.38,4.02,11.98,34.66,Ad 14,Full Stack Analytics Program,dolorum_promo.png,porro.mp4,10-10-2025,19-10-2025
Full Stack Analytics Program,Cross-sell Campaign Set,Ad 7,SkillUp Learning,Ad 7,33,female,Tirupati,17-03-2024,delivering,adset,Cross-sell Campaign Set,1-day click,conversion,33,915,1883,6.74,780.92,2.64,67,7.32,55.86,0.55,202,2.67,Average,Above average,Above average,42,41,53,69,12,29,48.55,100,1,2.67,39.85,32.03,Ad 7,Full Stack Analytics Program,aperiam_promo.png,iure.mp4,17-03-2024,09-09-2025
AI & ML Foundations,Market Analysis Set,Ad 11,Code & Data,Ad 11,17,male,Madurai,05-09-2024,not_delivering,adset,Market Analysis Set,1-day click,conversion,24,948,2229,6.1,540.75,2.24,28,12.36,81.55,6.62,35,9.26,Average,Below average,-,243,249,266,250,97,103,90.98,360,3.96,3.95,7.89,48.36,Ad 11,AI & ML Foundations,aperiam_promo.png,iure.mp4,05-09-2024,24-10-2025
Python for Beginners,Power BI Set,Ad 15,SkillUp Learning,Ad 15,38,male,Delhi,03-05-2024,delivering,adset,Power BI Set,7-day click,conversion,26,326,1999,45.6,123.16,2.48,7,14.81,78.32,3.72,24,6.03,Below average,Average,Below average,120,109,114,100,46,39,60.39,159,0.72,4.88,11.42,39.31,Ad 15,Python for Beginners,facere_promo.png,soluta.mp4,03-05-2024,12-06-2024
Python Data Science Track,Conversion Optimization Set,Ad 9,Data Insights Academy,Ad 9,22,female,Ahmedabad,28-08-2024,delivering,adset,Conversion Optimization Set,7-day click,conversion,2,562,1950,9.14,352.15,1.69,15,5.56,53.26,6.14,30,11.3,Average,Below average,Below average,356,328,363,326,114,44,38.17,487,0.6,2.38,21.78,40.19,Ad 9,Python Data Science Track,quis_promo.png,quibusdam.mp4,28-08-2024,17-09-2025
Full Stack Analytics Program,Branding Set,Ad 15,Code & Data,Ad 15,37,male,Mumbai,30-05-2024,delivering,campaign,Branding Set,7-day click or 1-day view,conversion,15,95,239,31.16,409.83,0.85,60,11.14,97.09,3.3,163,5.12,Above average,Average,Below average,41,51,43,22,16,12,59.86,73,1.13,0.99,24.62,36.41,Ad 15,Full Stack Analytics Program,nulla_promo.png,explicabo.mp4,30-05-2024,21-07-2025
Advanced Excel Workshop,Content Marketing Set,Ad 12,Analytics Gurukul,Ad 12,45,male,Coimbatore,03-02-2025,delivering,campaign,Content Marketing Set,7-day click or 1-day view,conversion,5,699,2171,19.87,517.52,2.42,1,13.92,71.48,2.87,2,13.37,Below average,Above average,-,79,127,69,124,29,48,67.89,224,3.5,2.58,45.89,36.25,Ad 12,Advanced Excel Workshop,excepturi_promo.png,totam.mp4,03-02-2025,31-05-2025
Digital Marketing Essentials,Product Launch Set,Ad 5,Data Insights Academy,Ad 5,16,male,Bengaluru,21-10-2025,delivering,adset,Product Launch Set,1-day click,conversion,18,806,1544,11.43,515.3,1.28,37,5.68,97.88,0.66,105,13.03,Above average,Below average,Average,274,174,272,108,91,24,106.86,392,4.21,3.17,27.24,39.03,Ad 5,Digital Marketing Essentials,saepe_promo.png,facilis.mp4,21-10-2025,25-10-2025
Python for Beginners,Ad Testing Set,Ad 3,Analytics Gurukul,Ad 3,32,male,Pondicherry,28-08-2024,not_delivering,ad,Ad Testing Set,7-day click,conversion,14,353,850,5.97,303.01,0.73,33,10.5,83.28,4.89,62,14.4,Above average,Below average,-,9,28,28,19,10,8,82.07,40,1.46,3.77,42.01,32.95,Ad 3,Python for Beginners,dolorum_promo.png,ea.mp4,28-08-2024,06-09-2025
Python for Beginners,Engagement Set,Ad 4,Analytics Gurukul,Ad 4,29,female,Tirupati,07-06-2024,delivering,adset,Engagement Set,1-day click,conversion,0,773,2341,11.22,756.75,1,4,8.83,64.1,2.99,7,10.7,-,-,Below average,33,44,60,24,41,19,99.91,87,1.33,2.12,24.96,31.88,Ad 4,Python for Beginners,quisquam_promo.png,expedita.mp4,07-06-2024,15-04-2025
Business Analytics Certification,Sales Funnel Set,Ad 7,Code & Data,Ad 7,20,male,Mysuru,23-01-2025,delivering,campaign,Sales Funnel Set,7-day click or 1-day view,conversion,8,1168,2770,18.9,366.3,2.94,34,7.47,91.34,1.66,55,12.97,Average,Average,Below average,327,206,316,112,60,106,23.99,418,3.08,3.57,22.91,38.92,Ad 7,Business Analytics Certification,non_promo.png,sequi.mp4,23-01-2025,17-08-2025
Business Analytics Certification,Paid Media Set,Ad 10,Code & Data,Ad 10,21,female,Mysuru,03-12-2024,not_delivering,campaign,Paid Media Set,7-day click or 1-day view,conversion,29,324,370,21.01,283.62,2.01,65,6.03,62.84,1.77,161,11.4,Below average,Average,Below average,25,52,44,56,21,16,37.1,115,0.82,2.7,15.04,46.16,Ad 10,Business Analytics Certification,ipsa_promo.png,distinctio.mp4,03-12-2024,03-07-2025
Digital Marketing Essentials,Upsell Campaign Set,Ad 5,Code & Data,Ad 5,25,male,Hyderabad,20-03-2025,not_delivering,adset,Upsell Campaign Set,7-day click or 1-day view,conversion,3,755,809,6.8,197.99,1.07,17,1.78,71.98,5.51,22,8.3,Below average,Average,Below average,77,74,50,57,20,13,79.72,97,3.85,2.33,14.49,20.86,Ad 5,Digital Marketing Essentials,illum_promo.png,explicabo.mp4,20-03-2025,08-06-2025
Full Stack Analytics Program,Market Analysis Set,Ad 2,SkillUp Learning,Ad 2,27,female,Bengaluru,13-08-2024,delivering,adset,Market Analysis Set,7-day click or 1-day view,conversion,29,404,711,3.92,760.9,2.88,18,6.71,76.68,4.47,42,1.09,Above average,-,Above average,161,148,207,172,99,36,72.39,295,3.77,3.82,34.13,32.93,Ad 2,Full Stack Analytics Program,cupiditate_promo.png,iste.mp4,13-08-2024,02-11-2024
Full Stack Analytics Program,Social Media Ads Set,Ad 9,Code & Data,Ad 9,44,male,Tirupati,22-08-2025,not_delivering,ad,Social Media Ads Set,1-day click,conversion,27,722,2457,4.02,590.05,2.64,26,9.27,89.81,3.89,63,13.5,Average,Average,Above average,137,110,69,73,60,40,72.68,213,4.69,4.75,48.82,39.89,Ad 9,Full Stack Analytics Program,quo_promo.png,laudantium.mp4,22-08-2025,22-09-2025
Power BI Mastery,Reporting & Insights Set,Ad 8,Analytics Gurukul,Ad 8,44,female,Mumbai,18-05-2025,not_delivering,ad,Reporting & Insights Set,1-day click,conversion,32,343,1992,22.65,103.16,1.86,115,2.65,75.86,6.53,127,7.44,-,Above average,Above average,47,149,167,105,78,59,45.41,224,2.12,3.67,21.1,26.02,Ad 8,Power BI Mastery,accusantium_promo.png,perspiciatis.mp4,18-05-2025,30-09-2025
Data Analytics Bootcamp,Ad Testing Set,Ad 15,Code & Data,Ad 15,45,female,Mumbai,29-06-2024,not_delivering,ad,Ad Testing Set,7-day click,conversion,0,1102,2319,46.24,172.96,2.12,2,4.8,72.8,1.94,8,14.46,Above average,Below average,-,477,752,651,254,133,53,29.67,840,1.39,0.81,43.23,22.25,Ad 15,Data Analytics Bootcamp,dolor_promo.png,perspiciatis.mp4,29-06-2024,27-10-2025
Business Analytics Certification,Campaign Performance Set,Ad 9,Data Insights Academy,Ad 9,16,female,Mumbai,16-02-2025,not_delivering,ad,Campaign Performance Set,7-day click,conversion,2,977,1756,38.25,77.11,1.03,1,14.59,71.26,6.2,3,9.38,-,Above average,Below average,126,393,206,107,105,127,113.09,482,3.96,3.2,25.64,26.79,Ad 9,Business Analytics Certification,commodi_promo.png,a.mp4,16-02-2025,21-03-2025
Power BI Mastery,Cross-sell Campaign Set,Ad 5,Analytics Gurukul,Ad 5,37,female,Mumbai,16-07-2024,delivering,campaign,Cross-sell Campaign Set,7-day click,conversion,15,902,2467,23.79,763.7,0.86,26,2.53,60.59,3.84,35,0.9,-,Below average,Above average,286,197,335,253,133,66,107.33,477,4.2,2.85,17.85,24.91,Ad 5,Power BI Mastery,maiores_promo.png,repellendus.mp4,16-07-2024,12-08-2024
AI & ML Foundations,Video Ads Set,Ad 4,Code & Data,Ad 4,26,male,Pondicherry,05-08-2024,not_delivering,adset,Video Ads Set,7-day click,conversion,37,191,1733,27.91,56.09,2.31,155,5.66,66.9,5.8,260,0.98,Average,-,-,27,43,29,27,9,12,109.13,56,3.37,2.27,27.61,49.79,Ad 4,AI & ML Foundations,nihil_promo.png,praesentium.mp4,05-08-2024,14-06-2025
Advanced Excel Workshop,Cross-sell Campaign Set,Ad 9,Analytics Gurukul,Ad 9,35,female,Visakhapatnam,19-01-2025,not_delivering,campaign,Cross-sell Campaign Set,1-day click,conversion,8,781,1898,39.88,530.46,1.2,31,12.24,84.86,4.12,93,14.9,-,Above average,Average,340,483,481,422,90,90,47.76,643,3.48,4.59,40,47.64,Ad 9,Advanced Excel Workshop,eveniet_promo.png,minus.mp4,19-01-2025,11-05-2025
Digital Marketing Essentials,Branding Set,Ad 4,SkillUp Learning,Ad 4,33,male,Coimbatore,29-10-2024,delivering,ad,Branding Set,1-day click,conversion,6,1181,1808,37.32,175.94,2.5,32,8.61,66.16,6.57,44,10.36,Average,Average,-,714,536,651,565,235,124,52.48,919,3.4,1.62,29.08,49.25,Ad 4,Digital Marketing Essentials,quidem_promo.png,illo.mp4,29-10-2024,06-05-2025
AI & ML Foundations,Social Media Ads Set,Ad 1,Analytics Gurukul,Ad 1,35,male,Mumbai,15-08-2024,not_delivering,ad,Social Media Ads Set,1-day click,conversion,21,434,1567,1.83,647.01,1.2,51,3.25,62.28,1.91,89,10.08,Below average,Below average,Below average,142,159,220,156,90,63,86.92,303,4.93,0.61,31.4,26.41,Ad 1,AI & ML Foundations,debitis_promo.png,quos.mp4,15-08-2024,19-08-2024
Python Data Science Track,Customer Success Set,Ad 12,Code & Data,Ad 12,38,female,Coimbatore,22-05-2024,delivering,ad,Customer Success Set,1-day click,conversion,19,429,725,27.08,356.5,1.84,40,5.33,81.27,4.46,52,6.61,-,Above average,-,4,2,2,3,1,1,35.63,7,2.64,0.98,25.78,39.61,Ad 12,Python Data Science Track,iusto_promo.png,veniam.mp4,22-05-2024,25-09-2025
Data Analytics Bootcamp,Referral Program Set,Ad 4,Data Insights Academy,Ad 4,33,female,Visakhapatnam,14-06-2024,delivering,adset,Referral Program Set,7-day click,conversion,40,168,1839,8.06,281.73,0.97,22,6.43,83.46,1.21,41,5.09,Above average,Average,Average,9,15,9,6,4,7,64.81,26,2.8,4.67,41.67,20.83,Ad 4,Data Analytics Bootcamp,iusto_promo.png,nemo.mp4,14-06-2024,10-04-2025
Digital Marketing Essentials,Content Marketing Set,Ad 11,Code & Data,Ad 11,31,male,Mumbai,24-10-2024,not_delivering,ad,Content Marketing Set,7-day click,conversion,26,881,1958,5.16,76.47,1.56,51,5.6,60.98,4.35,51,3.42,Below average,Below average,Below average,43,71,26,17,21,4,55.74,81,2.75,2.14,39.14,23.49,Ad 11,Digital Marketing Essentials,magnam_promo.png,alias.mp4,24-10-2024,24-05-2025
Python for Beginners,Email Campaign Set,Ad 14,Code & Data,Ad 14,20,female,Tirupati,18-08-2025,not_delivering,campaign,Email Campaign Set,7-day click or 1-day view,conversion,1,580,747,15.41,323.62,2.08,2,9.05,54.77,1.51,2,14.87,Average,Above average,-,74,137,72,86,58,17,103.02,154,2.75,0.83,22.1,32.18,Ad 14,Python for Beginners,deleniti_promo.png,necessitatibus.mp4,18-08-2025,18-10-2025
SQL Skills Training,Product Launch Set,Ad 15,Analytics Gurukul,Ad 15,28,female,Delhi,13-04-2024,delivering,ad,Product Launch Set,1-day click,conversion,17,626,779,20.94,414.87,2.24,37,4.08,63.41,6.02,49,11.48,Below average,-,Below average,3,2,3,1,1,0,72.16,4,4.54,3.75,28.53,37.32,Ad 15,SQL Skills Training,reprehenderit_promo.png,nesciunt.mp4,13-04-2024,29-10-2024
Digital Marketing Essentials,AI Solutions Set,Ad 14,SkillUp Learning,Ad 14,18,male,Coimbatore,02-02-2025,not_delivering,adset,AI Solutions Set,1-day click,conversion,2,213,2055,46.14,487.27,1.58,5,2.31,63.78,4.76,9,11.73,Average,Above average,-,99,100,116,99,27,14,57.98,174,3.54,4.98,26.87,24.64,Ad 14,Digital Marketing Essentials,itaque_promo.png,qui.mp4,02-02-2025,25-04-2025
Advanced Excel Workshop,Retention Program Set,Ad 9,Code & Data,Ad 9,44,female,Kochi,12-03-2024,not_delivering,ad,Retention Program Set,7-day click or 1-day view,conversion,35,797,1500,3.05,698.83,1.21,132,8.72,80.21,5.74,382,5.96,Above average,Average,-,222,170,189,119,87,112,24.43,415,2.61,1.76,48.48,43.58,Ad 9,Advanced Excel Workshop,iure_promo.png,hic.mp4,12-03-2024,24-11-2024
Business Analytics Certification,Loyalty Program Set,Ad 14,SkillUp Learning,Ad 14,21,male,Trivandrum,18-07-2025,delivering,adset,Loyalty Program Set,7-day click,conversion,8,1034,1829,47.06,767.4,2.32,19,1.16,65.29,5.34,34,2.46,Above average,Above average,Below average,239,542,268,418,309,73,49.51,855,0.85,1.94,11.94,29.05,Ad 14,Business Analytics Certification,vel_promo.png,in.mp4,18-07-2025,25-08-2025
Data Analytics Bootcamp,Cross-sell Campaign Set,Ad 13,Code & Data,Ad 13,40,male,Kochi,27-03-2024,not_delivering,campaign,Cross-sell Campaign Set,1-day click,conversion,5,528,848,38.52,273.52,2.11,6,7.66,83.52,3.13,13,9.76,Average,-,Below average,84,175,141,213,176,53,39.33,367,1.24,2.55,3.73,22.87,Ad 13,Data Analytics Bootcamp,tempore_promo.png,aut.mp4,27-03-2024,19-05-2025
AI & ML Foundations,Upsell Campaign Set,Ad 12,SkillUp Learning,Ad 12,15,female,Trivandrum,30-07-2024,delivering,campaign,Upsell Campaign Set,7-day click or 1-day view,conversion,37,696,2584,22.36,614.72,2.06,71,7.91,60.08,4.96,189,6.41,Average,Below average,Below average,386,252,354,200,126,51,87.75,534,4.13,1.3,34.6,44.17,Ad 12,AI & ML Foundations,ex_promo.png,amet.mp4,30-07-2024,27-09-2024
SQL Skills Training,Retention Program Set,Ad 15,Data Insights Academy,Ad 15,45,female,Hyderabad,20-09-2025,not_delivering,campaign,Retention Program Set,7-day click or 1-day view,conversion,2,421,1081,38.07,562.43,1.56,0,8.25,51.7,4.85,0,10.08,Below average,Average,Above average,14,7,9,4,7,4,42.47,19,3.13,3.56,20.64,20.94,Ad 15,SQL Skills Training,perspiciatis_promo.png,explicabo.mp4,20-09-2025,27-09-2025
Full Stack Analytics Program,Video Ads Set,Ad 8,Analytics Gurukul,Ad 8,35,female,Ahmedabad,16-09-2024,not_delivering,adset,Video Ads Set,7-day click,conversion,20,991,1483,27.1,376.49,1.31,25,7.92,89.72,2,53,10.16,Average,-,Average,133,132,124,52,105,56,60.45,234,3.14,0.64,26.13,30.97,Ad 8,Full Stack Analytics Program,voluptates_promo.png,magni.mp4,16-09-2024,30-05-2025
Data Analytics Bootcamp,Growth Hacking Set,Ad 9,Analytics Gurukul,Ad 9,26,female,Tirupati,28-12-2024,delivering,adset,Growth Hacking Set,7-day click,conversion,8,1101,2097,20.06,536.89,0.63,26,5.37,66.76,3.55,66,0.86,-,Average,-,473,403,252,489,175,97,96.72,700,2.58,0.63,30.38,23.36,Ad 9,Data Analytics Bootcamp,commodi_promo.png,fuga.mp4,28-12-2024,27-07-2025
Advanced Excel Workshop,Digital Marketing Set,Ad 11,Analytics Gurukul,Ad 11,26,male,Kochi,10-01-2025,not_delivering,adset,Digital Marketing Set,7-day click,conversion,2,411,1651,33.86,377.36,2.1,16,3.83,78.76,2.2,43,2.24,Below average,-,Above average,53,200,194,55,43,38,107.4,247,2.5,4.48,39.26,44.18,Ad 11,Advanced Excel Workshop,accusamus_promo.png,officiis.mp4,10-01-2025,04-06-2025
Python for Beginners,Landing Page Optimization Set,Ad 9,Data Insights Academy,Ad 9,15,female,Trivandrum,08-04-2024,not_delivering,adset,Landing Page Optimization Set,7-day click or 1-day view,conversion,13,1121,2976,39.31,353.95,1.45,40,1.08,98.65,5.55,113,4.6,Average,Average,Above average,427,901,593,564,345,190,53.09,1069,3.29,4.47,36.82,21.36,Ad 9,Python for Beginners,reiciendis_promo.png,sint.mp4,08-04-2024,21-07-2025
Advanced Excel Workshop,Ad Testing Set,Ad 13,Analytics Gurukul,Ad 13,22,female,Bengaluru,14-11-2024,delivering,adset,Ad Testing Set,7-day click or 1-day view,conversion,38,286,1718,14.42,723.27,1.82,146,3,51.7,3.04,228,7.01,Average,Below average,Below average,37,84,75,67,42,22,11.21,134,4.74,2.83,30.5,43.28,Ad 13,Advanced Excel Workshop,ipsa_promo.png,voluptas.mp4,14-11-2024,02-03-2025
SQL Skills Training,Product Launch Set,Ad 13,SkillUp Learning,Ad 13,45,male,Madurai,08-09-2024,delivering,campaign,Product Launch Set,7-day click,conversion,22,790,1550,9.48,124.34,2.59,87,8.86,65.21,3.45,215,5.47,Above average,Above average,Above average,154,317,302,308,49,142,20.9,475,1.44,3.54,27.22,40.54,Ad 13,SQL Skills Training,deleniti_promo.png,nulla.mp4,08-09-2024,17-06-2025
Advanced Excel Workshop,Cross-sell Campaign Set,Ad 13,Data Insights Academy,Ad 13,40,female,Hyderabad,08-07-2025,delivering,campaign,Cross-sell Campaign Set,7-day click or 1-day view,conversion,15,321,719,8.68,691.12,0.99,34,4.28,98.97,3.05,65,8.85,Above average,Average,Below average,93,129,110,57,50,31,95.49,170,3.84,1.53,34.16,36.86,Ad 13,Advanced Excel Workshop,illum_promo.png,quibusdam.mp4,08-07-2025,14-09-2025
Power BI Mastery,Power BI Set,Ad 11,Analytics Gurukul,Ad 11,36,female,Tirupati,05-04-2025,not_delivering,ad,Power BI Set,7-day click or 1-day view,conversion,18,363,1746,35.79,57.83,1.21,40,3.58,75.44,4.96,113,8.39,Below average,-,Below average,88,175,126,110,24,69,33.68,233,4.35,3.27,2.05,25.52,Ad 11,Power BI Mastery,corporis_promo.png,architecto.mp4,05-04-2025,10-08-2025
Python Data Science Track,Customer Feedback Set,Ad 14,Code & Data,Ad 14,15,male,Mysuru,07-09-2024,not_delivering,ad,Customer Feedback Set,7-day click or 1-day view,conversion,31,1097,1355,49.45,367.22,1.84,100,7,81.88,5.35,145,9.44,Average,Above average,-,267,334,326,240,130,36,55.56,458,5,4.69,44.52,21.88,Ad 14,Python Data Science Track,molestiae_promo.png,alias.mp4,07-09-2024,26-07-2025
Business Analytics Certification,AI Solutions Set,Ad 12,Code & Data,Ad 12,30,female,Pondicherry,26-02-2025,delivering,adset,AI Solutions Set,7-day click,conversion,31,624,1200,5.07,72.52,1.88,27,12.63,82.66,1.19,68,13.67,-,Below average,Above average,365,457,216,209,250,27,104.76,522,4.42,0.96,27.15,25.16,Ad 12,Business Analytics Certification,eligendi_promo.png,cum.mp4,26-02-2025,17-08-2025
Advanced Excel Workshop,Referral Program Set,Ad 8,Code & Data,Ad 8,15,male,Tirupati,13-03-2024,delivering,ad,Referral Program Set,1-day click,conversion,29,77,204,31.61,298.07,1.3,26,12.59,89.04,3.49,70,14.44,Below average,Above average,-,8,18,10,15,7,4,79,32,4.12,0.73,4.31,46.37,Ad 8,Advanced Excel Workshop,tenetur_promo.png,praesentium.mp4,13-03-2024,04-11-2024
Data Analytics Bootcamp,Video Ads Set,Ad 13,SkillUp Learning,Ad 13,30,female,Pondicherry,06-09-2025,delivering,campaign,Video Ads Set,1-day click,conversion,8,770,2212,4.52,345.68,2.38,1,12.35,97.45,5.88,4,9.39,-,-,Below average,135,173,144,272,70,60,69.79,424,2.19,3.33,41.66,42.84,Ad 13,Data Analytics Bootcamp,repellat_promo.png,deserunt.mp4,06-09-2025,20-10-2025
Full Stack Analytics Program,Python Analytics Set,Ad 7,Analytics Gurukul,Ad 7,44,female,Visakhapatnam,22-08-2024,not_delivering,ad,Python Analytics Set,1-day click,conversion,31,241,594,13.49,118.01,2.74,8,11.31,84.92,5.66,26,10.34,Above average,Below average,-,11,14,13,10,3,4,76.67,25,3.65,3.31,33.18,24.41,Ad 7,Full Stack Analytics Program,nulla_promo.png,quibusdam.mp4,22-08-2024,23-05-2025
